"rn","lcSn","bsshNm","telno","adres","etcAdres","zip","lcinfoLa","lcinfoLo","cl","clNm","scopeCd","scope","hmpg"
"444","50006912","(수원중부) 등촌칼국수","031-269-2292","경기도 수원시 장안구 정자로20번길 27-0","","16325","37.2990438","126.9798593","09","아동안전지킴이집","","",""
"445","50006935","(수원중부) 딱따구리문구","031-247-0686","경기도 수원시 팔달구 수성로182번길 107-0","","16435","37.28259831","126.99466825","09","아동안전지킴이집","","",""
"446","50007043","(수원중부) 뚜레쥬루 성대점","031-227-0189","경기도 수원시 장안구 율전로 105-0","","16361","37.29856837","126.96889222","09","아동안전지킴이집","","",""
"447","50007035","(수원중부) 바른손 문구점","031-254-3564","경기도 수원시 장안구 상률로12번길 70-15","","16356","37.3050473","126.9686898","09","아동안전지킴이집","","",""
"448","50006999","(수원중부) 비타민약국","031-214-7233","경기도 수원시 팔달구 중부대로143번길 29-0","","442-819","37.27964","127.0320041","09","아동안전지킴이집","","",""
"449","50006980","(수원중부) 삼미컴퓨터크리닝","031-248-3324","경기도 수원시 장안구 창훈로39번길 12-3","","16215","37.2961817","127.0295477","09","아동안전지킴이집","","",""
"450","50007015","(수원중부) 삼화문구","031-243-8739","경기도 수원시 팔달구 세지로294번길 1-0","","16246","37.2773745","127.0238692","09","아동안전지킴이집","","",""
"451","50035022","(수원중부) 새광명마트","070-8223-6340","경기도 수원시 팔달구 팔달문로103번길 8-0","","16248","37.2816746","127.0273884","09","아동안전지킴이집","","",""
"452","50039380","(수원중부) 선화문구","031-242-3346","경기도 수원시 장안구 경수대로844번길 17-0","","16288","37.2970493","127.0156746","09","아동안전지킴이집","","",""
"453","50038372","(수원중부) 성약국","031-258-5406","경기도 수원시 팔달구 덕영대로 695-0","","16435","37.2846979","126.9902814","09","아동안전지킴이집","","",""
"454","50006926","(수원중부) 수원우체국","031-888-1461","경기도 수원시 장안구 천천로 94-0","","16326","37.3002078","126.9842426","09","아동안전지킴이집","","",""
"455","50032133","(수원중부) 숙지서점","031-252-8648","경기도 수원시 팔달구 수성로182번길 107-0","","16435","37.2825436","126.9944262","09","아동안전지킴이집","","",""
"456","50007025","(수원중부) 아이애드맥스","031-215-0745","경기도 수원시 팔달구 월드컵로211번길 3-0","","16497","37.2799257","127.0427582","09","아동안전지킴이집","","",""
"457","50007016","(수원중부) 어린왕자 문구","031-247-2257","경기도 수원시 팔달구 세지로294번길 3-0","","16246","37.2773666","127.0240046","09","아동안전지킴이집","","",""
"458","50007057","(수원중부) 에이원옷수선","031-278-7726","경기도 수원시 장안구 서부로 2095-1","","16363","37.29616155","126.96970761","09","아동안전지킴이집","","",""
"459","50032140","(수원중부) 예술헤어미용실","031-251-6259","경기도 수원시 팔달구 행궁로 51-0","","16261","37.2779463","127.0156528","09","아동안전지킴이집","","",""
"460","50039391","(수원중부) 용인대박사 태풍태권도","031-269-6689","경기도 수원시 장안구 대평로90번길 19-0","","16334","37.297162","126.9937128","09","아동안전지킴이집","","",""
"461","50039406","(수원중부) 우리 미용실","031-242-8339","경기도 수원시 장안구 창훈로39번길 12-3","","16215","37.2961817","127.0295477","09","아동안전지킴이집","","",""
"462","50039389","(수원중부) 우리지역아동센터","031-269-2012","경기도 수원시 장안구 장안로 282-0","","16337","37.3068861","126.990718","09","아동안전지킴이집","","",""
"463","50038371","(수원중부) 율전교회","031-268-9106","경기도 수원시 장안구 율전로107번길 17-0","","16361","37.2988801","126.9682552","09","아동안전지킴이집","","",""
"464","50038377","(수원중부) 이마트24 수원행궁점","031-252-3207","경기도 수원시 팔달구 행궁로 41-0","","16261","37.2788087","127.0153371","09","아동안전지킴이집","","",""
"465","50039390","(수원중부) 점핑클럽","031-271-9955","경기도 수원시 장안구 이목로 24-3,(음악줄넘기) 402호","(음악줄넘기) 402호","16336","37.3096103","126.9847366","09","아동안전지킴이집","","",""
"466","50039392","(수원중부) 점핑클럽 음악 줄넘기","031-269-6689","경기도 수원시 장안구 대평로90번길 19-0","","16334","37.297162","126.9937128","09","아동안전지킴이집","","",""
"467","50006985","(수원중부) 주공쌀정육점","031-254-1400","경기도 수원시 팔달구 창룡대로 194-0","","","37.29105749","127.03034699","09","아동안전지킴이집","","",""
"468","50032131","(수원중부) 코사마트동신점","-242-5323","경기도 수원시 장안구 장안로 211-0,313-1. 동신2차 상가동 지하4.5호","313-1. 동신2차 상가동 지하4.5호","16339","37.30061666","126.99394941","09","아동안전지킴이집","","",""
"469","50036777","(수원중부) 파리바게트(수원스카이뷰점)","031-268-8204","경기도 수원시 장안구 이목로 24-0,sk스카이뷰 상가 103호","sk스카이뷰 상가 103호","16336","37.30784071","126.98618174","09","아동안전지킴이집","","",""
"470","50006945","(수원중부) 파크뷰 한국부동산","031-268-2900","경기도 수원시 장안구 대평로51번길 56-0","","16319","37.28579942","127.01937675","09","아동안전지킴이집","","",""
"471","50033005","(수원중부) 필라 수원남문점","031-255-0698","경기도 수원시 팔달구 정조로 767-12,(팔달로 3가)","(팔달로 3가)","16261","37.2765963","127.0158508","09","아동안전지킴이집","","",""
"472","50006904","(수원중부) 한라뱅크부동산","031-268-3000","경기도 수원시 장안구 만석로20번길 28-0","","16330","37.2940134","126.9837733","09","아동안전지킴이집","","",""
"473","50006974","(수원중부) 한샘어린이집","031-252-0082","경기도 수원시 팔달구 덕영대로697번길 48-0","","16435","37.28497141","126.99259222","09","아동안전지킴이집","","",""
"474","50006948","(수원중부) 현대문구","--","경기도 수원시 장안구 정자천로188번길 64-0","","16316","37.29405766","126.99757576","09","아동안전지킴이집","","",""
"475","50007073","(수원중부) 호돌이문구","031-254-0575","경기도 수원시 팔달구 창룡대로 79-11","","16255","37.28612379","127.02215552","09","아동안전지킴이집","","",""
"476","50039387","(수원중부)CU수원광교산점","--","경기도 수원시 장안구 창훈로60번길 53-0","","16214","37.2995786","127.0295266","09","아동안전지킴이집","","",""
"477","50038376","(수원중부)CU수원송전로점","031-246-0889","경기도 수원시 장안구 송원로59번길 46-0","","16304","37.3018474","127.0064867","09","아동안전지킴이집","","",""
"478","50039394","(수원중부)cu 수원백설점","031-268-9131","경기도 수원시 장안구 대평로89번길 10-0","","16333","37.29593538","126.99169636","09","아동안전지킴이집","","",""
"479","50033000","(수원중부)나들가게경인공판장","031-243-8929","경기도 수원시 장안구 송원로13번길 33-0","","16306","37.29785145","127.0036751","09","아동안전지킴이집","","",""
"480","50032132","(수원중부)모란헤어샵","031-253-6503","경기도 수원시 팔달구 동말로77번길 47-40","","16439","37.2810975","127.0013693","09","아동안전지킴이집","","",""
"481","50041756","(수원중부)삼성영어 수일초점","--","경기도 수원시 장안구 수일로 91-0,1층","1층","16202","37.31024289","127.00066566","09","아동안전지킴이집","","",""
"482","50006852","(수원중부)삼우(아)관리소","031-252-4398","경기도 수원시 장안구 정조로1088번길 18-22,삼우아파트 관리소","삼우아파트 관리소","16304","37.3020707","37.3020707","09","아동안전지킴이집","","",""
"483","50042078","(수원중부)세븐일레븐 수원남문2호점","031-248-3331","경기도 수원시 팔달구 정조로800번길 2-0","","16257","37.279416","37.279416","09","아동안전지킴이집","","",""
"484","50033066","(수원중부)우리문구","031-244-5428","경기도 수원시 장안구 정조로1060번길 26-0","","440-806","37.30120127","127.00648069","09","아동안전지킴이집","","",""
"485","50006843","(수원중부)조원할인마트","031-245-6748","경기도 수원시 장안구 금당로90번길 31-0","","16280","37.2997924","127.0204777","09","아동안전지킴이집","","",""
"486","50042079","(수원중부)주공슈퍼마켓","031-254-1020","경기도 수원시 팔달구 창룡대로210번길 13-0,복합상가 301호","복합상가 301호","16230","37.2920244","37.2920244","09","아동안전지킴이집","","",""
"487","50006989","(수원중부)창룡마트","031-269-3213","경기도 수원시 팔달구 창룡대로144번길 33-0","","442-821","37.289655","127.0259098","09","아동안전지킴이집","","",""
"488","50006866","(수원중부)청화약국","031-246-4161","경기도 수원시 장안구 정조로 1039-0 송죽빌딩","","16306","37.29869212","127.00647533","09","아동안전지킴이집","","",""
"489","50006821","(수원중부)한일슈퍼","031-245-8946","경기도 수원시 장안구 송원로59번길 15-0","","16305","37.30078735","127.00761259","09","아동안전지킴이집","","",""
"490","50008588","(안산시)CU고잔이편한점","--","경기도 안산시 단원구 광덕서로 15-0,광덕서로15 호수공원아파트 서문상가 105호","광덕서로15 호수공원아파트 서문상가 105호","15484","37.3064162","37.3064162","09","아동안전지킴이집","","",""
"491","50039707","(안산시)CU대부황금점","032-888-8391","경기도 안산시 단원구 대부황금로 853-0","","15644","37.241271","126.6009925","09","아동안전지킴이집","","",""
"492","50008690","(안산시)CU편의점원곡","031-401-1920","경기도 안산시 단원구 원곡동,라성안길17 베스트프라자 107호","라성안길17 베스트프라자 107호","425-907","37.32808399","126.80264354","09","아동안전지킴이집","","",""
"493","50039708","(안산시)DC마트","031-487-1754","경기도 안산시 단원구 지곡로 39-0","","15229","37.3378264","126.802973","09","아동안전지킴이집","","",""
"494","50008599","(안산시)GS25푸르지오5차점","031-486-8090","경기도 안산시 단원구 광덕2로 121-0,104호","104호","15473","37.31037089","126.82412267","09","아동안전지킴이집","","",""
"495","50041353","(안산시)GS대부상동점","032-880-0521","경기도 안산시 단원구 대남로 13-0,GS대부상동점","GS대부상동점","15645","37.2414087","126.5845354","09","아동안전지킴이집","","",""
"496","50008638","(안산시)건강한약국","031-493-6211","경기도 안산시 단원구 원곡동,원곡1로49","원곡1로49","425-845","37.32259815","126.82291031","09","아동안전지킴이집","","",""
"497","50008586","(안산시)고잔문구","031-410-8468","경기도 안산시 단원구 광덕2로 241-0,그린빌 8단지 상가","그린빌 8단지 상가","15468","37.3106435","126.8375174","09","아동안전지킴이집","","",""
"498","50008656","(안산시)공원마트","031-439-5366","경기도 안산시 단원구 와동,와동공원로80","와동공원로80","425-842","37.3387036","126.8212408","09","아동안전지킴이집","","",""
"499","50041351","(안산시)나금주 헤어샵","031-483-5614","경기도 안산시 단원구 와개1길 11-0,나금주 헤어샵","나금주 헤어샵","15268","37.3341608","126.8229029","09","아동안전지킴이집","","",""
"500","50041348","(안산시)단원문구","031-410-8426","경기도 안산시 단원구 초지동로 73-0,황금프라자 107호","황금프라자 107호","15445","37.3102401","126.8168234","09","아동안전지킴이집","","",""
"501","50008607","(안산시)대영약국","031-405-7574","경기도 안산시 단원구 초지동로 7-0,극동스포랜드 103호","극동스포랜드 103호","15453","37.30382554","126.81633353","09","아동안전지킴이집","","",""
"502","50008617","(안산시)동산슈퍼","031-405-0550","경기도 안산시 단원구 선부동,화정로9","화정로9","425-759","37.3328633","126.814776","09","아동안전지킴이집","","",""
"503","50008568","(안산시)동산준마트","031-401-4900","경기도 안산시 단원구 고잔동,당곡1로27","당곡1로27","425-805","37.3228568","126.837916","09","아동안전지킴이집","","",""
"504","50008677","(안산시)디지털마트","031-413-9335","경기도 안산시 단원구 와동,사세충열로98-1","사세충열로98-1","425-840","37.3426699","126.8304782","09","아동안전지킴이집","","",""
"505","50039691","(안산시)모닝아트","031-493-4064","경기도 안산시 단원구 원선로 65-5,모닝아트","모닝아트","15374","37.330551","126.7990375","09","아동안전지킴이집","","",""
"506","50039702","(안산시)문구나라","031-487-2510","경기도 안산시 단원구 단원로 67-0","","15332","37.3268876","126.8263563","09","아동안전지킴이집","","",""
"507","50008683","(안산시)미성문구","--","경기도 안산시 단원구 선삼로 32-0","","15213","37.3451697","126.8145713","09","아동안전지킴이집","","",""
"508","50039699","(안산시)반도슈퍼","--","경기도 안산시 단원구 당곡2로 23-0","","15338","37.3248925","126.8378508","09","아동안전지킴이집","","",""
"509","50008578","(안산시)별망문구","031-403-7639","경기도 안산시 단원구 초지2로 42-0,102호","102호","15452","37.30541286","126.81161284","09","아동안전지킴이집","","",""
"510","50008676","(안산시)빛나리할인마트","031-480-3338","경기도 안산시 단원구 와동,사세충렬로3안길17","사세충렬로3안길17","425-840","37.3413916","126.8287827","09","아동안전지킴이집","","",""
"511","50008647","(안산시)삼익마트","031-494-5087","경기도 안산시 단원구 신길동,새뿔길67","새뿔길67","425-774","37.3376742","126.7775167","09","아동안전지킴이집","","",""
"512","50041349","(안산시)세븐일레븐(안산선부점)","--","경기도 안산시 단원구 화정천서로3길 14-0,세븐일레븐","세븐일레븐","15216","37.3434492","126.8164266","09","아동안전지킴이집","","",""
"513","50008581","(안산시)아이디팬시문구","031-402-4532","경기도 안산시 단원구 민속공원로 76-0,104호","104호","15465","37.3121891","126.8389263","09","아동안전지킴이집","","",""
"514","50008655","(안산시)안산마트","031-401-2722","경기도 안산시 단원구 와동,와동로90","와동로90","425-841","37.3380907","126.8284728","09","아동안전지킴이집","","",""
"515","50039695","(안산시)안산슈퍼","--","경기도 안산시 단원구 원선로 29-0","","15391","37.3276721","126.7968154","09","아동안전지킴이집","","",""
"516","50039670","(안산시)안산시립지역아동센터","031-494-7936","경기도 안산시 단원구,원본로3길 28","원본로3길 28","","37.3322045","126.79535866","09","아동안전지킴이집","","",""
"517","50008645","(안산시)안산지역아동센터","031-491-1213","경기도 안산시 단원구 신길동,신길중앙로1길58","신길중앙로1길58","15398","37.3368774","126.7641346","09","아동안전지킴이집","","",""
"518","50008595","(안산시)양지홈마트","031-411-8884","경기도 안산시 단원구 한양대학로 130-0,양지마을아파트 상가 105호","양지마을아파트 상가 105호","15482","37.3058191","126.8371405","09","아동안전지킴이집","","",""
"519","50008661","(안산시)유성할인마트","031-482-6371","경기도 안산시 단원구 와동,와동로6안길63-6","와동로6안길63-6","425-840","37.34982717","126.85612679","09","아동안전지킴이집","","",""
"520","50008641","(안산시)유한약국","031-494-3050","경기도 안산시 단원구 원곡동,화랑로67","화랑로67","425-845","37.3286959","126.7973632","09","아동안전지킴이집","","",""
"521","50008682","(안산시)이마트24","--","경기도 안산시 단원구 선삼로4길 2-0,선삼로 4길 2","선삼로 4길 2","15212","37.3463427","126.8111444","09","아동안전지킴이집","","",""
"522","50041347","(안산시)정원문구","031-414-9981","경기도 안산시 단원구,큰우물길 33 정원상가 102호","큰우물길 33 정원상가 102호","","37.32434718","126.82545304","09","아동안전지킴이집","","",""
"523","50008622","(안산시)찬스헤어클럽","031-401-7350","경기도 안산시 단원구 선부동,선부광장남로115","선부광장남로115","425-140","37.3292254","126.8132196","09","아동안전지킴이집","","",""
"524","50008570","(안산시)참좋은약국","031-482-1652","경기도 안산시 단원구 고잔동,예술대학로83","예술대학로83","425-805","37.3243893","126.8370688","09","아동안전지킴이집","","",""
"525","50008675","(안산시)채움문구","031-475-8985","경기도 안산시 단원구 와동,화정로59","화정로59","425-844","37.331646","126.8191959","09","아동안전지킴이집","","",""
"526","50008609","(안산시)천하으뜸편의점","--","경기도 안산시 단원구 선부동,원선로북길39 상가 104호","원선로북길39 상가 104호","425-827","37.33484902","126.80137753","09","아동안전지킴이집","","",""
"527","50039697","(안산시)초이마트","031-487-1944","경기도 안산시 단원구 화정로1길 14-0","","15330","37.3328434","126.8190981","09","아동안전지킴이집","","",""
"528","50039701","(안산시)코사마트 은성점","031-485-2634","경기도 안산시 단원구 화정천동로2안길 1-0","","15250","37.3431632","126.822074","09","아동안전지킴이집","","",""
"529","50039692","(안산시)코사마트(주공하이마트)","031-487-0101","경기도 안산시 단원구 석수로 4-0,단지내 상가","단지내 상가","15231","37.3369896","126.8084481","09","아동안전지킴이집","","",""
"530","50008585","(안산시)팔마문구","031-475-6708","경기도 안산시 단원구 광덕동로 41-0","","15477","37.308157","126.8320734","09","아동안전지킴이집","","",""
"531","50039694","(안산시)피터펜문구점","031-405-0390","경기도 안산시 단원구 화정로 9-0","","15369","37.3329444","126.8147747","09","아동안전지킴이집","","",""
"532","50039696","(안산시)한국야쿠르트 원곡점","031-495-0314","경기도 안산시 단원구 원일1길 49-0","","15391","37.3279844","126.7956256","09","아동안전지킴이집","","",""
"533","50034430","(안산시)한국태권도","031-480-3470","경기도 안산시 단원구 화정천동로6길 37-0","","425-843","37.3463622","126.8230059","09","아동안전지킴이집","","",""
"534","50039704","(안산시)헤어모드","031-402-8368","경기도 안산시 단원구 석수로 4-0","","15231","37.3369896","126.8084481","09","아동안전지킴이집","","",""
"535","50008632","(안산시)홈W마트","031-482-7597","경기도 안산시 단원구 선부동,선여불로37","선여불로37","425-829","37.3450582","126.8052847","09","아동안전지킴이집","","",""
"536","50039706","(안산시)화랑문구","031-413-3478","경기도 안산시 단원구 화정로안길 69-0","","15330","37.3318337","126.8190462","09","아동안전지킴이집","","",""
"537","50039586","(여주시)CU 여주현암점","031-883-3827","경기도 여주시 도예로 28-0","","12639","37.3064612","127.6399928","09","아동안전지킴이집","","",""
"538","50009955","(여주시)CU 점동점","031-884-2441","경기도 여주시 청안로 133-0","","12667","37.20656822","127.66227007","09","아동안전지킴이집","","",""
"539","50009940","(여주시)CU(터미널점)","031-885-1954","경기도 여주시 세종로79번길 8-0","","469-102","37.290346","127.635953","09","아동안전지킴이집","","",""
"540","50009933","(여주시)CU편의점(여주하동점)","031-886-8098","경기도 여주시 청심로 71-0","","12619","37.3003043","127.62865448","09","아동안전지킴이집","","",""
"541","50009941","(여주시)CU편의점(중앙점)","031-886-8939","경기도 여주시 여흥로109번길 1-0","","","37.29593196","127.63514543","09","아동안전지킴이집","","",""
"542","50009942","(여주시)GS25 여주IC점","031-884-1157","경기도 여주시 세종로 491-0","","469-115","37.2566697","127.6473095","09","아동안전지킴이집","","",""
"543","50042769","(여주시)GS25 여주세종점","031-883-5512","경기도 여주시 세종로 204-24,1층","1층","12650","37.2800146","37.2800146","09","아동안전지킴이집","","",""
"544","50035032","(여주시)GS25(장미점)","031-883-6357","경기도 여주시 우암로 158-0","","469-109","37.2886275","127.6224162","09","아동안전지킴이집","","",""
"545","50035041","(여주시)GS여주태평점","--","경기도 여주시 태평3길 1-0","","469-884","37.2038391","127.547191","09","아동안전지킴이집","","",""
"546","50010015","(여주시)강천우체국","031-884-8000","경기도 여주시 간매1길 10-1","","469-862","37.2711546","127.7158087","09","아동안전지킴이집","","",""
"547","50009956","(여주시)고려악국","031-881-1163","경기도 여주시 청안로 123-0","","469-872","37.2056089","127.6615957","09","아동안전지킴이집","","",""
"548","50009969","(여주시)꾸러기 문구","031-882-2802","경기도 여주시 태평4길 7-0","","12662","37.2048397","127.5472977","09","아동안전지킴이집","","",""
"549","50010004","(여주시)남양문구","031-885-2619","경기도 여주시 도예로 111-0","","469-121","37.3120134","127.6464307","09","아동안전지킴이집","","",""
"550","50035027","(여주시)대신산호체육관","031-885-7461","경기도 여주시 풍양1길 6-2,2층","2층","12610","37.3731771","127.5844848","09","아동안전지킴이집","","",""
"551","50009995","(여주시)대한사","031-882-7973","경기도 여주군 여양로 1431-0","","469-844","37.3750403","127.5890587","09","아동안전지킴이집","","",""
"552","50009983","(여주시)문장교회","031-883-3124","경기도 여주시 이여로 915-53","","469-821","37.3602697","127.5126799","09","아동안전지킴이집","","",""
"553","50009985","(여주시)보승슈퍼","031-883-7429","경기도 여주시 이포로 4-0","","12604","37.3903185","127.532102","09","아동안전지킴이집","","",""
"554","50010002","(여주시)블루25여주북내","031-882-2088","경기도 여주시 여양2로 278-0","","12613","37.3278181","127.6810889","09","아동안전지킴이집","","",""
"555","50036003","(여주시)산북지역아동센터","031-883-7727","경기도 여주시 양자산길 3-0","","12600","37.4117192","127.4503967","09","아동안전지킴이집","","",""
"556","50009992","(여주시)상품마트","031-883-0010","경기도 여주군 상품로 85-0","","469-892","37.4008969","127.4426258","09","아동안전지킴이집","","",""
"557","50035040","(여주시)세븐일레븐(능서)","031-883-4350","경기도 여주시 마장로 68-0","","469-811","37.2988845","127.5727682","09","아동안전지킴이집","","",""
"558","50009938","(여주시)세븐일레븐(문화점)","031-886-7461","경기도 여주시 세종로14번길 18-0","","469-103","37.2973988","127.6350392","09","아동안전지킴이집","","",""
"559","50009944","(여주시)세븐일레븐(여주터미널점)","031-886-2946","경기도 여주시 세종로 77-1","","469-102","37.2908127","127.6353642","09","아동안전지킴이집","","",""
"560","50035051","(여주시)세종태권도장","031-885-0101","경기도 여주시 세종로 204-20,2층","2층","469-108","37.28012696","127.63415515","09","아동안전지킴이집","","",""
"561","50009979","(여주시)알곡어린이집","031-881-5588","경기도 여주시 효자로 143-0","","469-823","37.3323911","127.5423807","09","아동안전지킴이집","","",""
"562","50009988","(여주시)우리떡방앗간","031-881-5504","경기도 여주시 이여로 1227-0","","469-832","37.3867829","127.5290072","09","아동안전지킴이집","","",""
"563","50035052","(여주시)유나이티드힘차리 태권도","031-885-8811","경기도 여주시 세종로45번길 38-0,홍문동 현대아파트 상가2층","홍문동 현대아파트 상가2층","12631","37.2921812","127.6379066","09","아동안전지킴이집","","",""
"564","50037762","(여주시)일억마트","031-882-5948","경기도 여주시 오학동,일억마트 (여양로 341-9)","일억마트 (여양로 341-9)","","37.3120519","127.6442644","09","아동안전지킴이집","","",""
"565","50035034","(여주시)점동태권도장","031-884-0105","경기도 여주시 청안리길 9-0,2층","2층","469-872","37.2064906","127.6611299","09","아동안전지킴이집","","",""
"566","50009919","(여주시)점봉문구","031-883-2250","경기도 여주시 세종로 486-0","","469-115","37.2568112","127.646407","09","아동안전지킴이집","","",""
"567","50035037","(여주시)중앙연쇄점","031-882-4053","경기도 여주시 태평로 37-0","","12662","37.2035775","127.5447593","09","아동안전지킴이집","","",""
"568","50009993","(여주시)중앙할인마트","031-883-1381","경기도 여주시 상품로 65-0","","469-892","37.399575","127.4412916","09","아동안전지킴이집","","",""
"569","50031375","(여주시)태양마트","031-882-4068","경기도 여주시 태평로 21-1","","469-884","37.2028724","127.5465434","09","아동안전지킴이집","","",""
"570","50009916","(여주시)하나문구","031-885-6320","경기도 여주시 여흥로 176-0","","469-101","37.2950257","127.6428558","09","아동안전지킴이집","","",""
"571","50009952","(여주시)한국야쿠르트 여주영업점","031-886-3457","경기도 여주시 세종로45번길 23-0","","12628","37.2936697","127.6384634","09","아동안전지킴이집","","",""
"572","50009966","(여주시)현진마트","031-881-6565","경기도 여주시 경충대로 1472-19","","12655","37.2170609","127.5338615","09","아동안전지킴이집","","",""
"573","50035054","(여주시)호반태권도장","031-884-3200","경기도 여주시 세종로 254-16,2층","2층","469-715","37.2744979","127.6338304","09","아동안전지킴이집","","",""
"574","50036911","(일산서구) CU덕이동문점","031-922-1444","경기도 고양시 일산서구 덕이동,1037 (동문2차마트 상가)","1037 (동문2차마트 상가)","10212","37.6946969","126.733943","09","아동안전지킴이집","","",""
"575","50036898","(일산서구) CU일산문촌19단지점","031-919-9936","경기도 고양시 일산서구 킨텍스로 282-0,101호, 신우상가","101호, 신우상가","10384","37.6697156","126.7528662","09","아동안전지킴이집","","",""
"576","50036899","(일산서구) CU일산시장점","031-977-9342","경기도 고양시 일산서구 일산동","","10350","37.6867368","37.6867368","09","아동안전지킴이집","","",""
"577","50037347","(일산서구) GS25시 덕이하이파크점","031-911-3693","경기도 고양시 일산서구 하이파크3로 111-0 GS25덕이하이파크점","","10229","37.7013917","126.7525738","09","아동안전지킴이집","","",""
"578","50036901","(일산서구) GS가좌대우점","031-917-0644","경기도 고양시 일산서구 가좌동,1089 대우2단지 상가 101","1089 대우2단지 상가 101","10209","37.6873191","126.7173908","09","아동안전지킴이집","","",""
"579","50010736","(일산서구) 가위손미용실","031-911-3487","경기도 고양시 일산서구 탄현동,1479 탄현6단지상가","1479 탄현6단지상가","411-320","37.6965961","126.7686422","09","아동안전지킴이집","","",""
"580","50037349","(일산서구) 경희대한국태권도장","031-917-5533","경기도 고양시 일산서구 일산동,1054-1","1054-1","10371","37.6796034","126.7626314","09","아동안전지킴이집","","",""
"581","50036897","(일산서구) 굳프렌드편의점 로또토토","031-977-3905","경기도 고양시 일산서구 일산동,586-16","586-16","10342","37.6874435","126.7722515","09","아동안전지킴이집","","",""
"582","50010625","(일산서구) 낙원떡방","031-912-1775","경기도 고양시 일산서구 강선로 70-0 강선마을LG롯데8단지아파트,강선8단지 상가","강선8단지 상가","411-745","37.6700717","126.7670176","09","아동안전지킴이집","","",""
"583","50036918","(일산서구) 대우벽산공인중개사","031-913-3300","경기도 고양시 일산서구 주엽동,36 강선1단지 상가","36 강선1단지 상가","10375","37.6745239","126.7662751","09","아동안전지킴이집","","",""
"584","50010706","(일산서구) 살롱드보떼","031-919-3052","경기도 고양시 일산서구 대화동,2005-15","2005-15","411-803","37.6848184","126.7581799","09","아동안전지킴이집","","",""
"585","50010705","(일산서구) 삼성공인중개사사무소","031-917-4894","경기도 고양시 일산서구 대화동,2032-4 성저빌딩 104호","2032-4 성저빌딩 104호","411-803","37.6824692","126.7575502","09","아동안전지킴이집","","",""
"586","50037987","(일산서구) 삼성스토아 대화점","031-919-1946","경기도 고양시 일산서구 중앙로 1582-0","","10381","37.66948654","126.77441597","09","아동안전지킴이집","","",""
"587","50032785","(일산서구) 서교경희대스포츠","031-976-0688","경기도 고양시 일산서구 일산동,1673-1 5층","1673-1 5층","411-873","37.6827944","126.7765908","09","아동안전지킴이집","","",""
"588","50010626","(일산서구) 신일산삼천리대리점","031-912-2531","경기도 고양시 일산서구 주엽동,101 강선14단지","101 강선14단지","411-742","37.6679854","126.7613848","09","아동안전지킴이집","","",""
"589","50010653","(일산서구) 유명식베이커리","031-922-5422","경기도 고양시 일산서구 일산동,1101 후곡14단지 상가","1101 후곡14단지 상가","411-736","37.6771301","126.7716733","09","아동안전지킴이집","","",""
"590","50010644","(일산서구) 으뜸부동산","031-914-5555","경기도 고양시 일산서구 일산동,1058 후곡9단지상가","1058 후곡9단지상가","411-731","37.6777027","126.764386","09","아동안전지킴이집","","",""
"591","50037986","(일산서구) 일산선약국","031-923-0222","경기도 고양시 일산서구 가좌3로 43-0","","10209","37.6871096","126.717179","09","아동안전지킴이집","","",""
"592","50036910","(일산서구) 일산태극체육관","031-915-0704","경기도 고양시 일산서구 대산로 249-0 성저마을동익1단지아파트(성저동익아파트),성저동익상가 3층","성저동익상가 3층","10376","37.6791988","126.7507462","09","아동안전지킴이집","","",""
"593","50010726","(일산서구) 자전거 장남감나라","031-921-3323","경기도 고양시 일산서구 덕이동,520-5","520-5","411-808","37.6914501","126.749679","09","아동안전지킴이집","","",""
"594","50037693","(일산서구) 제일공인중개사사무소","031-914-1100","경기도 고양시 일산서구 주엽동,강선2단지 상가 제일부동산","강선2단지 상가 제일부동산","10360","37.6734533","126.7690134","09","아동안전지킴이집","","",""
"595","50010707","(일산서구) 챔문구점","031-912-1503","경기도 고양시 일산서구 대화동,2020-2","2020-2","411-803","37.6843339","126.7566575","09","아동안전지킴이집","","",""
"596","50010709","(일산서구) 코사마트 성저1호","031-918-4458","경기도 고양시 일산서구 대화동,2054","2054","411-803","37.6840321","126.7528192","09","아동안전지킴이집","","",""
"597","50032770","(일산서구) 코사마트일산점","031-976-5732","경기도 고양시 일산서구 일산동,587-63 미주상가 103","587-63 미주상가 103","411-852","37.6874595","126.7737818","09","아동안전지킴이집","","",""
"598","50037350","(일산서구) 태화태권도","031-923-0303","경기도 고양시 일산서구 일산동,1936 2층","1936 2층","10346","37.6895146","126.7729997","09","아동안전지킴이집","","",""
"599","50010704","(일산서구) 파리바게트 대화역점","031-918-1086","경기도 고양시 일산서구 대화동,2222","2222","411-805","37.6762428","126.7481318","09","아동안전지킴이집","","",""
"600","50010712","(일산서구) 한국야쿠르트 대화점","031-923-2766","경기도 고양시 일산서구 대화동","","10383","37.6712944","126.7505047","09","아동안전지킴이집","","",""
"601","50010751","(일산서구) 한국야쿠르트 탄현점","031-917-4320","경기도 고양시 일산서구 탄현동,1499-4","1499-4","411-841","37.68538261","126.79767609","09","아동안전지킴이집","","",""
"602","50032781","(일산서구) 한국체대꿈나무태권도","031-917-4288","경기도 고양시 일산서구 탄현동,부영아파트 3단지상가","부영아파트 3단지상가","411-320","37.694562","126.7653989","09","아동안전지킴이집","","",""
