"serial_no","place_name","phone_number","address","zip_code","sigungu","sido"
"50023130","GS25편의점(창녕화왕점)","055-532-7730","경상남도 창녕군 화왕산1로 51-0","50329","창녕군","경남"
"50020127","GS25편의점(충효점)","054-773-2489","경상북도 경주시 충효3길 15-0","38061","경주시","경북"
"50011054","GS25편의점(평내데시앙점)","031-594-0816","남양주시 평내동  592 상록상가","472-873","남양주시","경기"
"50041186","GS25편의점(하안연서점)","02-806-7696","경기도 광명시 안현로 52-0","14247","광명시","경기"
"50043636","GS25하계벽산","-02-","서울특별시 노원구 하계동 벽산상가 110호","01776","서울특별시","서울"
"50036831","GS25한림초교점","064-796-8345","제주특별자치도 제주시 한림로4길 27-0","63032","제주시","제주"
"50023314","GS25함양안의점","055-963-7427","경상남도 함양군 광풍로 130-0","50012","함양군","경남"
"50003980","GS25해병연봉점","032-836-0252","인천광역시 옹진군 백령로 783-0","23103","인천광역시","인천"
"50035268","GS25화순공간점","061-375-6863","전라남도 화순군 화순읍 교리 70-1","58112","화순군","전남"
"50004618","GS25효성성지점","032-544-8392","인천광역시 계양구 효성동 200-4","407-830","인천광역시","인천"
"50017941","GS25효자사랑점","063-283-1179","전라북도 전주시 완산구 문학대6길 21-0","54959","전주시","전북"
"50041539","GS25후평점","--","강원도 춘천시 후석로 326, 107","","춘천시","강원"
"50041142","GS강화길상점","032-937-3352","인천광역시 강화군 길상로 315-0","23050","인천광역시","인천"
"50041141","GS강화드림점(강화옥림리점)","032--","인천광역시 강화군 동문로80번길 1-0","23022","인천광역시","인천"
"50041145","GS강화마니산점","032-937-7883","인천광역시 강화군 마니산로675번길 5-0","23060","인천광역시","인천"
"50038319","GS관악대원점","02-877-1570","서울특별시 관악구 인헌16길 47-0","08800","서울특별시","서울"
"50035991","GS광안한바다점","051-757-3600","부산광역시 수영구 광안로21번가길 22-0","48297","부산광역시","부산"
"50000171","GS교동주공점","033-648-1320","강원도 강릉시 가작로 78-0","210-924","강릉시","강원"
"50043565","GS군장생활관점","063-443-0646","전라북도 군산시 경암안1길 80-0","54036","군산시","전북"
"50038113","GS마산두산점","055-247-1225","경상남도 창원시 마산합포구 월영동6길 35-0","51749","창원시","경남"
"50040494","GS목동타워점","02-2646-8781","서울특별시 양천구 목동서로 221-0","07995","서울특별시","서울"
"50042899","GS미아도봉로점","02-982-0684","서울특별시 강북구 도봉로39길 15-0","01171","서울특별시","서울"
"50036365","GS보은본점","043-543-3395","충청북도 보은군 삼산로 13-0","","보은군","충북"
"50033648","GS보은이평점","043-544-0151","충청북도 보은군 뱃들로 5-0","376-806","보은군","충북"
"50033649","GS보은제일점","043-543-9285","충청북도 보은군 보은로 94-0","376-807","보은군","충북"
"50043901","GS부산도서관점","051-301-0207","부산광역시 사상구 사상로310번길 41-0","46949","부산광역시","부산"
"50041813","GS부평다온점","--","인천광역시 부평구 부평대로63번길 24-1","21388","인천광역시","인천"
"50041811","GS부평대림점","032-505-4058","인천광역시 부평구 경원대로 1360-0","","인천광역시","인천"
"50041814","GS부평테크노점","032-724-8085","인천광역시 부평구 청천동","21314","인천광역시","인천"
"50042505","GS부평파크드림","-032-","인천광역시 부평구 동수로 80-0","21431","인천광역시","인천"
"50039583","GS북가좌중앙점","02-308-9181","서울특별시 서대문구 증가로12가길 78-0","03671","서울특별시","서울"
"50035779","GS비아일신점","062-955-3386","광주광역시 광산구 비아중앙로 29-1","62238","광주광역시","광주"
"50041816","GS산곡경남점","--","인천광역시 부평구 산곡동","21377","인천광역시","인천"
"50041818","GS산곡믿음점","--","인천광역시 부평구 마장로264번길 33-0","21376","인천광역시","인천"
"50036887","GS삼화점","--","제주특별자치도 제주시 화삼북로2길 32-0","63303","제주시","제주"
"50000477","GS속초타운점","033-000-0000","속초시 교동 942-8","217-806","속초시","강원"
"50038830","GS수퍼마켓 송도포레스트카운티점","032-832-6626","인천광역시 연수구 랜드마크로 113-0 E편한세상송도아파트후문 후문상가 1층","22021","인천광역시","인천"
"50040005","GS슈퍼마켓 물금대방점","055-372-5985","경상남도 양산시 새실로 116-0","50658","양산시","경남"
"50022640","GS슈퍼마켓 양산물금점","--","경상남도 양산시 신주로 43-0","626-815","양산시","경남"
"50041808","GS십정센터점","032-571-1121","인천광역시 부평구 십정동","21448","인천광역시","인천"
"50036138","GS쌍용나이스 편의점","--","충청남도 천안시 서북구 서부대로 349-0 쌍용동 565 상가 101호","","천안시","충남"
"50043551","GS애월수산점","--","제주특별자치도 제주시 하소로 174-0","63056","제주시","제주"
"50041807","GS열우물동암점","--","인천광역시 부평구 경인로667번길 14-0","21439","인천광역시","인천"
"50039961","GS유니1단지점","--","경상남도 창원시 의창구 중동로 34-0 유니시티1단지아파트정문 상가 108호","51382","창원시","경남"
"50035069","GS익산인화점","063-858-2560","전라북도 익산시 인화동1가 135-81","","익산시","전북"
"50032044","GS익산전북대점","063-854-2484","전라북도 익산시 남중동 128-66","570-954","익산시","전북"
"50041565","GS인천관교점","032-433-6045","인천광역시 미추홀구 주승로 224-0","22243","인천광역시","인천"
"50043313","GS정읍플렉스점","--","전라북도 정읍시 수성3로 39-1 수성3로 39-1","56174","정읍시","전북"
"50043561","GS제주애월점","--","제주특별자치도 제주시 애월로 113-0","63043","제주시","제주"
"50033133","GS진주 삼현점","055-763-1560","경상남도 진주시 상대동 진주시 상대1동 247-32","52791","진주시","경남"
"50033136","GS진주 상평점","055-757-3303","경상남도 진주시 상평동 진주시 상평동 219-2","52796","진주시","경남"
"50042030","GS진주성창점","--","경상남도 진주시 모덕로 277-0","52766","진주시","경남"
"50041817","GS청천광명점","--","인천광역시 부평구 청천동","21310","인천광역시","인천"
"50041541","GS춘천에이스점","033-255-5681","강원도 춘천시 삭주로 108번길 32","","춘천시","강원"
"50000910","GS편의점","033-455-4732","강원도 철원군 삼부연로8번길 2-0 GS25","269-805","철원군","강원"
"50019170","GS편의점","061-381-5490","전라남도 담양군 지침6길 19-0","57344","담양군","전남"
"50043931","GS편의점","--","전라남도 강진군 군동면 호계리","59224","강진군","전남"
"50036271","GS편의점 성당위브","053-655-0830","대구광역시 달서구 장기로26길 39-0","42654","대구","대구"
"50043862","GS편의점 하당원룸점","061-283-2143","전라남도 목포시 하당로213번길 20-0","58660","목포시","전남"
"50040815","GS편의점(광천오거리점)","041-642-1643","충청남도 홍성군 광천로329번길 7-0 CU광천오거리점","32295","홍성군","충남"
"50036415","GS편의점(도담)","041-865-9711","세종특별자치시 세종시 보람로 95-0 상가 2동 101호","30098","세종특별자치시","세종"
"50036649","GS편의점(상북)","052-264-6124","울산광역시 울주군 석남로 864-0","44901","울산광역시","울산"
"50036416","GS편의점(세종연기점)","041-863-4021","세종특별자치시 세종시 연기면 연기리 412-1","30058","세종특별자치시","세종"
"50036530","GS편의점(양주본점)","031-846-3690","경기도 양주시 평화로 1255-0","11497","양주시","경기"
"50010488","GS편의점(양주원당점)","031-866-0010","양주시 남면 한산리 324-2","482-872","양주시","경기"
"50010419","GS편의점(양주자이점)","031-847-9901","경기도 양주시 삼숭로38번길 80-0 685-1","11487","양주시","경기"
"50042066","GS편의점(연화점)","055-883-0235","하동군 하동읍 연화길14","","하동군","경남"
"50039213","GS편의점(월야점)","--","전라남도 함평군 밀재로 1527-3","57124","함평군","전남"
"50010448","GS편의점(풀무골점)","031-855-1403","경기도 양주시 광적면 석우리 469번지","","양주시","경기"
"50042064","GS편의점(하동금남점)","055-884-7767","하동군 금남면 섬진강대로 672","","하동군","경남"
"50041382","Gs25 효문여중점","--","전라북도 전주시 완산구 용리로 90-0","55088","전주시","전북"
"50037462","Gs25(화도묵현점)","031-593-9167","경기도 남양주시 화도읍 묵현리 435-4","12157","남양주시","경기"
"50043225","G마트 나운점","063-465-7004","전라북도 군산시 신설4길 9-0","54128","군산시","전북"
"50005400","G＆B운암대자어학원","062-527-7905","광주 북구 운암동  782-51","","북구","주소불명"
"50007672","HY 과천점","02-6713-9568","경기도 과천시 찬우물로 6-14","13840","과천시","경기"
"50039435","HY 동탄점(야쿠르트)","031-613-4383","경기도 화성시 동탄반송1길 40-20","18434","화성시","경기"
"50039528","HY 병점점(야쿠르트)","070-4451-1251","경기도 화성시 병점동로164번길 20-0","18392","화성시","경기"
"50039131","HY야쿠르트","043-255-2255","충청북도 청주시 청원구 새터로120번길 73-0","28345","청주시","충북"
"50036052","HY연성점","031-404-1646","경기도 시흥시 진살미길 31-0 1층","15002","시흥시","경기"
"50008979","HY은계점","031-313-3434","경기도 시흥시 호현로34번안길 5-0","14909","시흥시","경기"
"50043855","Hy 정자점","031-256-7296","경기도 수원시 장안구 파장천로58번길 64-0","16203","수원시","경기"
"50005193","IBIS좋은느낌","062-369-8842","광주 서구 화정동 849-14","502-843","서구","광주"
"50015124","IGA마켓(백운문구사)","02-991-2575","서울시 도봉구 쌍문2동 69-33","132-862","서울시","서울"
"50011349","IGA마트은선점","031-582-0047","경기도 가평군 가화로 943-0","12407","가평군","경기"
"50008199","ILS영어학원","032-344-0594","경기도 부천시 은성로 135-0","14776","부천시","경기"
"50033029","ING25 편의점","051-271-2631","부산광역시 강서구 명지오션시티8로42번길 3-0","618-814","부산광역시","부산"
"50041172","J 마트","062-261-3464","광주광역시 북구 문흥동 964-15","","광주광역시","광주"
"50012738","JJ인테리어","02-827-0412","서울시 동작구 상도1동  56-6","156-834","서울시","서울"
"50033139","J마트","055-758-2261","경상남도 진주시 상대동 진주시 상대동 245-35","52784","진주시","경남"
"50041954","J아트팩토리미술학원","--","경상남도 창원시 진해구 경화로 36-0 1층 J아트팩토리미술학원","51669","창원시","경남"
"50011394","K-마트","031-834-1897","경기도 연천군 연신로 1121-0","11000","연천군","경기"
"50037731","KGP낚시할인마트","055-644-3260","경상남도 통영시 도남로 288-0","","통영시","경남"
"50008954","K할인마트","031-317-5550","경기도 시흥시 연성로29번길 32-0","14976","시흥시","경기"
"50042408","LEMON B 편의점","--","경기도 양주시 광적로 85-16","11420","양주시","경기"
"50043824","LG베스트샵철산본점","02-2688-4334","경기도 광명시 오리로 908-0","14222","광명시","경기"
"50022116","LG상남슈퍼","055-244-2399","경남 창원시 마산합포구 상남동  196-4","631-858","창원시","경남"
"50036634","LG유통","052-264-7748","울산광역시 울주군 북문8길 15-0","44938","울산광역시","울산"
"50009441","LG자이마트","031-276-2949","경기도 용인시 수지구 상현동 869(만현로133번길 33 1층상가)","448-529","용인시","경기"
"50034871","LH 햄복꿈터 에스라 지역아동센타","031-8059-1116","경기도 화성시 상신하길로356번길 15-0 관리동 2층","18606","화성시","경기"
"50005803","M-마트","042-283-1591","대전시 동구 판암동 178","300-771","대전시","대전"
"50019556","MBM문구사","061-333-1518","전라남도 나주시 이창동 162-6","520-952","나주시","전남"
"50019858","MBM선물","061-536-0695","전남 해남군 해남읍 해리 435-6","","해남군","전남"
"50035774","MBM하남점","062-956-3898","광주광역시 광산구 산정로 6-0 21-5","62344","광주광역시","광주"
"50039418","MTA독수리 태권도","031-376-8686","경기도 오산시 오산로62번길 6-4 MTA 독수리 태권도","18146","오산시","경기"
"50033249","MTA태권도","055-761-7732","경상남도 진주시 문산읍 삼곡리 진주시 문산읍 삼곡리 1279-1","52834","진주시","경남"
"50042038","MTA태권도진주평거점","--","경상남도 진주시 새들말로 28-0 3층","52704","진주시","경남"
"50031673","Mysuper","043-646-2272","충청북도 제천시 탑안로4길 16-0","","제천시","충북"
"50021704","NG24시편의점","054-464-2509","경상북도 구미시 금오대로14길 3-0","39362","구미시","경북"
"50005912","NICE TO CU","042-541-4200","대전광역시 서구 관저동 1148","35373","대전광역시","대전"
"50017272","OK세탁소","041-363-2212","충남 당진군 신평면 금천리 895-7","343-812","당진군","충남"
"50039310","OK즉석떡볶이","031-393-3007","경기도 군포시 용호2로54번길 13-0 당동주공3단지 상가","15876","군포시","경기"
"50043826","OK할인마트","--","경기도 광명시 새터로 49-0","14274","광명시","경기"
"50040787","PAT명일점","02-426-6300","서울특별시 강동구 명일동 334-10","05295","서울특별시","서울"
"50040261","POINT마트","--","대구광역시 수성구 동대구로48길 33-0","42104","대구","대구"
"50037724","Q마트","055-942-5785","경상남도 거창군 동동6길 77-0","","거창군","경남"
"50007565","S-마트","031-449-6074","경기도 안양시 만안구 병목안로130번길 13-0","14019","안양시","경기"
"50018708","SI","063-542-0693","전라북도 김제시 화동길 11-0","54408","김제시","전북"
"50033696","SK 서부대리점","051-646-3333","부산광역시 동구 자성공원로 26-0","601-807","부산광역시","부산"
"50039132","SKT한음주중점","043-215-8777","충청북도 청주시 청원구 충청대로 169-0 103호","28325","청주시","충북"
"50001855","SKY편의점","051-807-2788","부산광역시 부산진구 백양산로 55-0","47148","부산광역시","부산"
"50042150","SK래미안부동산","","서울 영등포구 여의대방로 39길 5","","영등포구","서울"
"50042215","SK래미안부동산","","서울 영등포구 여의대방로 39길 5","","영등포구","서울"
"50005752","SK삼성동대리점","042-622-3500","대전시 동구 삼성동 329-2","300-815","대전시","대전"
"50034019","SK텔레콤","--","부산광역시 해운대구 세실로 64-0","612-839","부산광역시","부산"
"50034020","SK텔레콤","--","부산광역시 해운대구 좌동로 101-0","612-835","부산광역시","부산"
"50034023","SK텔레콤","051-704-0111","부산광역시 해운대구 대천로103번길 29-0 대동상가(대동타운상가) 104호","48078","부산광역시","부산"
"50008947","SM마트(구. 한진마트)","031-317-9345","경기도 시흥시 진말로 46-0","15002","시흥시","경기"
"50014326","SM문구점","02-488-3102","서울 강동구 길동 79-5 1층","134-808","강동구","서울"
"50040123","SOS프란치스카의집","053-986-2077","대구시 동구 검사동 913 -1","701--04","대구","대구"
"50012472","SS공인중개사","02-749-0049","서울특별시 용산구 이태원로 151-0","04351","서울특별시","서울"
"50021902","S헤어","055-281-2467","창원시 성산구 내동 456-20","642-050","창원시","경남"
"50035560","T world 동부대리점 엄궁2호점","051-989-6010","부산광역시 사상구 낙동대로 756-0","47041","부산광역시","부산"
"50043335","T world(삼계점)","--","경상남도 창원시 마산회원구 삼계로 6-0 T world","51236","창원시","경남"
"50017454","T-스테이션(한국타이어)","041-832-8090","충청남도 부여군 계백로 237-1","323-806","부여군","충남"
"50037874","THE 좋은마트","--","대전광역시 서구 중반7길 99-0 THE 좋은마트","35318","대전광역시","대전"
"50035995","TWORLD광안대리점","051-752-1112","부산광역시 수영구 광남로 187-0","48296","부산광역시","부산"
"50035535","TWORLD칸대리점","051-868-1020","부산광역시 부산진구 범양로125번길 2-0","47207","부산광역시","부산"
"50033761","Tworld 예스대리점","051-913-4001","부산광역시 사하구 감천로 38-0","49446","부산광역시","부산"
"50012867","T월드","02-464-0110","서울특별시 광진구 능동로 373-0","04909","서울특별시","서울"
"50018128","T월드 군산진포대리점","063-442-5599","군산시 미원동  231","573-180","군산시","전북"
"50022447","W마트","055-327-8587","김해시 내동 671-1","621-905","김해시","경남"
"50042039","W마트","--","경상남도 진주시 정촌면 예하리","52845","진주시","경남"
"50012174","XEROX복사","","서울 종로구 필운동 44","110-044","종로구","서울"
"50018250","X세대 문구점","063-462-3922","군산시 나운동 156-2","573-762","군산시","전북"
"50043234","[성남시수정구] CU 성남고등행복점","031-755-0723","경기도 성남시 수정구 고등로 57-0","13105","성남시","경기"
"50043118","[성남시수정구] CU 성남모란월드점","--","경기도 성남시 수정구 성남대로1180번길 6-0","13326","성남시","경기"
"50035975","[성남시수정구] CU 성남복정점","031-755-3690","경기도 성남시 수정구 복정로32번길 1-0","13119","성남시","경기"
"50043240","[성남시수정구] CU 성남복정타운점","031-705-5145","경기도 성남시 수정구 성남대로1542번길 23-6","13113","성남시","경기"
"50038945","[성남시수정구] CU 성남양지점","--","경기도 성남시 수정구 산성대로515번길 17-0","13140","성남시","경기"
"50043244","[성남시수정구] CU 성남태평마을점","031-759-0973","경기도 성남시 수정구 수정로119번길 13-2","13303","성남시","경기"
"50038633","[성남시수정구] CU 위례한마음점","--","경기도 성남시 수정구 위례순환로 17-0 위례LH31단지아파트정문 1층 상가동 105,106호","13121","성남시","경기"
"50038947","[성남시수정구] CU 태평빌리지점","031-758-0973","경기도 성남시 수정구 성남대로1258번길 7-0","13308","성남시","경기"
"50038946","[성남시수정구] CU 태평성대점","031-753-1129","경기도 성남시 수정구 남문로43번길 16-1","13297","성남시","경기"
"50007891","[성남시수정구] CU성남파라디움점","--","경기도 성남시 수정구 공원로 322-0","13272","성남시","경기"
"50038943","[성남시수정구] GS25 성남복지회관점","031-747-8279","경기도 성남시 수정구 산성대로475번길 10-0","13141","성남시","경기"
"50034902","[성남시수정구] GS25 성남성수점","031-755-4884","경기도 성남시 수정구 모란로 28-0","13313","성남시","경기"
"50043245","[성남시수정구] GS25 성남태평동점","--","경기도 성남시 수정구 탄리로95번길 23-0","13304","성남시","경기"
"50007861","[성남시수정구] 고등동우체국","031-723-9990","경기도 성남시 수정구 대왕판교로982번길 2-0","13105","성남시","경기"
"50007811","[성남시수정구] 굿모닝세탁소","031-754-2589","경기도 성남시 수정구 시민로205번길 12-2","13278","성남시","경기"
"50007849","[성남시수정구] 글이야기","031-744-7162","경기도 성남시 수정구 산성대로 489-0","13140","성남시","경기"
"50043243","[성남시수정구] 까꼬보꼬","--","경기도 성남시 수정구 공원로367번길 21-1","13351","성남시","경기"
"50007868","[성남시수정구] 꿈돌이문구","031-742-7825","경기도 성남시 수정구 희망로534번길 6-0","13130","성남시","경기"
"50035961","[성남시수정구] 농장정육점","031-745-9340","경기도 성남시 수정구 산성대로515번길 16-0","13136","성남시","경기"
"50007797","[성남시수정구] 대일슈퍼","031-751-3136","경기도 성남시 수정구 제일로109번길 8-1","13324","성남시","경기"
"50007795","[성남시수정구] 대진설비","031-721-7831","경기도 성남시 수정구 성남대로1194번길 11-0","13321","성남시","경기"
"50035971","[성남시수정구] 독수리태권도","031-721-2276","경기도 성남시 수정구 성남대로1480번길 7-0","13112","성남시","경기"
"50007824","[성남시수정구] 동부센트레빌 1단지 경비실","031-757-1010","경기도 성남시 수정구 태평로 28-0","13294","성남시","경기"
"50035976","[성남시수정구] 동서울약국","031-759-5398","경기도 성남시 수정구 복정로 86-0","13112","성남시","경기"
"50035958","[성남시수정구] 동성태비태권도","031-753-3256","경기도 성남시 수정구 탄리로 79-0","13304","성남시","경기"
"50042059","[성남시수정구] 레전드태권도","031-8039-7371","경기도 성남시 수정구 고등로 34-0 228동 105호","13105","성남시","경기"
"50007844","[성남시수정구] 리틀바하피아노","031-741-2277","경기도 성남시 수정구 논골로36번길 34-0","13136","성남시","경기"
"50035951","[성남시수정구] 명성태권도","031-757-7097","경기도 성남시 수정구 성남대로1250번길 7-0","13311","성남시","경기"
"50007794","[성남시수정구] 모란마트","031-752-4469","경기도 성남시 수정구 성남대로1194번길 15-0","13321","성남시","경기"
"50035954","[성남시수정구] 바른태권도","031-742-3425","경기도 성남시 수정구 수정남로306번길 21-1","13124","성남시","경기"
"50007893","[성남시수정구] 백세약국","031-731-9655","경기도 성남시 수정구 수정로 208-0","13346","성남시","경기"
"50007829","[성남시수정구] 보령온누리약국","031-753-3993","경기도 성남시 수정구 남문로 66-0","13301","성남시","경기"
"50007865","[성남시수정구] 부동산여기로","031-748-0606","경기도 성남시 수정구 논골로 33-0","13139","성남시","경기"
"50035972","[성남시수정구] 블랙벨트센터 태권도장","031-752-9993","경기도 성남시 수정구 성남대로1480번길 19-0","13112","성남시","경기"
"50007875","[성남시수정구] 새강약국","031-747-4655","경기도 성남시 수정구 수정남로324번길 2-0","13124","성남시","경기"
"50007859","[성남시수정구] 신촌슈퍼","031-723-7385","경기도 성남시 수정구 신촌남로 3-0","13101","성남시","경기"
"50034901","[성남시수정구] 신흥선후합기도체육관","031-745-2399","경기도 성남시 수정구 수정로 224-2","13346","성남시","경기"
"50007894","[성남시수정구] 아이비클럽 성남점","031-751-6234","경기도 성남시 수정구 시민로 135-0","13344","성남시","경기"
"50035964","[성남시수정구] 예탑태권도아카데미","031-747-6636","경기도 성남시 수정구 산성대로 425-0","13144","성남시","경기"
"50007800","[성남시수정구] 온누리한솔약국","031-757-1665","경기도 성남시 수정구 성남대로 1275-1","13110","성남시","경기"
"50035963","[성남시수정구] 용마태권도","--","경기도 성남시 수정구 단대로23번길 32-0","13145","성남시","경기"
"50035962","[성남시수정구] 용인대승리태권도","031-736-4515","경기도 성남시 수정구 산성대로 519-1","13136","성남시","경기"
"50043241","[성남시수정구] 위례KTC태권도장","031-754-3536","경기도 성남시 수정구 위례동로 147-0","13642","성남시","경기"
"50043242","[성남시수정구] 위례수약국","031-756-0365","경기도 성남시 수정구 위례서일로 18-0","13647","성남시","경기"
"50038944","[성남시수정구] 이삭빵집","031-753-0960","경기도 성남시 수정구 성남대로1221번길 14-1","13313","성남시","경기"
"50035974","[성남시수정구] 줄리어드음악학원","031-753-4385","경기도 성남시 수정구 성남대로1480번길 28-1","13112","성남시","경기"
"50007863","[성남시수정구] 진로세탁소","031-748-0340","경기도 성남시 수정구 단대로23번길 32-0","13145","성남시","경기"
"50007804","[성남시수정구] 태광안경","031-755-9624","경기도 성남시 수정구 남문로 111-1","13277","성남시","경기"
"50007890","[성남시수정구] 태영약국","031-732-5001","경기도 성남시 수정구 공원로 322-0","13272","성남시","경기"
"50035950","[성남시수정구] 태평아이태권도","031-721-6314","경기도 성남시 수정구 모란로 84-0 203호","13110","성남시","경기"
"50007798","[성남시수정구] 태평약국","031-751-4327","경기도 성남시 수정구 성남대로 1251-0","13110","성남시","경기"
"50007810","[성남시수정구] 한국야쿠르트 신흥점","031-742-5410","경기도 성남시 수정구 수정북로 128-0","13282","성남시","경기"
"50035957","[성남시수정구] 한양대탑수정태권도","031-753-6651","경기도 성남시 수정구 남문로 105-0","13286","성남시","경기"
"50035956","[성남시수정구] 함약국","031-756-5635","경기도 성남시 수정구 남문로69번길 5-8","13287","성남시","경기"
"50007801","[성남시수정구] 행복이열리는약국","031-757-5701","경기도 성남시 수정구 수정로 89-0","13310","성남시","경기"
"50035977","[성남시수정구] 행운세탁소","031-753-6421","경기도 성남시 수정구 복정로118번길 5-12","13112","성남시","경기"
"50043999","ak아이터어린이집","053-634-5115","대구광역시 달서구 월배로11길 33-0","42763","대구","대구"
"50033211","ampm마트","055-746-6847","경상남도 진주시 평거동 진주시 평거동 773-18","52702","진주시","경남"
"50019824","bbq치킨(광영점)","061-791-1112","전라남도 광양시 금영로 135-0","57717","광양시","전남"
"50019138","cou","061-363-5651","전남 곡성군 곡성읍 읍내리 296-6","516-804","곡성군","전남"
"50019381","cu  장성남면점","061-000-0000","전라남도 장성군 못재로 85-6 장성군 남면 황토단감로 2","57249","장성군","전남"
"50004862","cu (송도자이점)","032-834-8552","인천 연수구 송도동  19-6","406-840","연수구","인천"
"50040327","cu kt점","--","경기도 의정부시 의정부동","11655","의정부시","경기"
"50041012","cu 가좌신흥점","032-575-8075","인천광역시 서구 가석로156번길 20-0 가좌동","22808","인천광역시","인천"
"50032148","cu 강구항점","054-732-0223","경상북도 영덕군 영덕대게로 81-0","766-821","영덕군","경북"
"50039048","cu 검산점","063-544-7544","전라북도 김제시 도작로 15-0","54402","김제시","전북"
"50041008","cu 검암엘레강스","032-566-8034","인천광역시 서구 승학로506번길 89-0 ,,,","22698","인천광역시","인천"
"50015822","cu 고암점","043-644-5222","충청북도 제천시 고암로 69-0","27146","제천시","충북"
"50036509","cu 대제대로점","043-643-1081","충청북도 제천시 청전대로 43-0","27154","제천시","충북"
"50037414","cu 동춘대동점","032-815-5875","인천광역시 연수구 동춘동 941 상가","21971","인천광역시","인천"
"50015795","cu 로얄점","043-642-9849","충청북도 제천시 용두천로 121-0","27173","제천시","충북"
"50041326","cu 만성주공점","063-211-9727","전라북도 전주시 덕진구 만성동로 12-0","54868","전주시","전북"
"50039049","cu 부영점","063-545-5556","전라북도 김제시 도작로 110-0","","김제시","전북"
"50023035","cu 상림점","055-945-1559","거창군 거창읍 상림리  800","670-807","거창군","경남"
"50039047","cu 샬레점","063-545-1230","전라북도 김제시 검산택지1길 67-10","54398","김제시","전북"
"50041011","cu 서구검단로점","032-563-3420","인천광역시 서구 검단로 504-0 세진빌딩","22635","인천광역시","인천"
"50041304","cu 서구성민병원점","--","인천광역시 서구 칠천왕로33번길 22-0 1층","22789","인천광역시","인천"
"50015768","cu 신백점","043-652-4447","충북 제천시 신백동 185-3","","제천시","충북"
"50038850","cu 에코kcc스위첸점","--","전라북도 전주시 덕진구 세병로 178-19 cu에코kcc스위첸점","55146","전주시","전북"
"50004776","cu 연수4단지","032-815-4955","인천 연수구 연수동 507-14","406-810","연수구","인천"
"50015770","cu 영천점","043-647-7923","충청북도 제천시 청풍호로 51-0","27193","제천시","충북"
"50021362","cu 영해점","054-732-1685","경북 영덕군 영해면 성내리 654-4","766-814","영덕군","경북"
"50035767","cu 옥련1호점","032-832-2624","인천광역시 연수구 옥련동 195 현대2차상가","21949","인천광역시","인천"
"50039050","cu 요촌대로점","063-545-1901","전라북도 김제시 남북로 300-0","54374","김제시","전북"
"50039051","cu 요촌점","--","전라북도 김제시 요촌동","54379","김제시","전북"
"50038867","cu 요촌행복점","063-546-1212","전라북도 김제시 신풍길 219-0","54408","김제시","전북"
"50033207","cu 이현웰가점","055-743-3368","경상남도 진주시 진주대로 1317-0 CU이현웰가점 진주시 이현동 이현웰가아파트 상가 1층 101호","52667","진주시","경남"
"50013780","cu 중계주공5단지점","02-951-3100","서울특별시 노원구 중계동 제2상가 주공슈퍼","01713","서울특별시","서울"
"50020015","cu 중앙점","061-374-8242","전남 화순군 화순읍 만연리 220","519-806","화순군","전남"
"50037837","cu 청라중흥점","-032-","인천광역시 서구 청라라임로138번길 3-0","22734","인천광역시","인천"
"50004792","cu 청학제일점","032-833-0089","인천 연수구 청학동 528-1","406-828","연수구","인천"
"50015794","cu 터미널점","043-648-4938","충청북도 제천시 칠성로10길 11-1","27165","제천시","충북"
"50019007","cu 편의점","063-323-7500","전북 무주군 안성면 장기리 1330-26","568-845","무주군","전북"
"50019009","cu 편의점","063-324-2112","전라북도 무주군 향학로 67-0","55518","무주군","전북"
"50040873","cu 편의점 은산점","--","충청남도 부여군 충의로 678-1","33113","부여군","충남"
"50039524","cu 화성 광림점","031--","경기도 화성시 병점동로164번길 39-0","18392","화성시","경기"
"50043207","cu 황산점","--","전라북도 김제시 용마로 68-0 용마로 68","54353","김제시","전북"
"50041009","cu 힐데스하임점","032-564-7989","인천광역시 서구 청라라임로16번길 32-0 ,,,","22740","인천광역시","인천"
"50007739","cu(군포제궁점)","031-399-5506","경기도 군포시 오금로 142-0 101, 102호","15833","군포시","경기"
"50040657","cu(달동월드점)","052-269-1208","울산광역시 남구 삼산로125번길 20-0","44693","울산광역시","울산"
"50040671","cu(대공원파크베르점)","--","울산광역시 남구 문수로 482-0","44667","울산광역시","울산"
"50039384","cu(동탄강산프라자점)","031-372-1226","경기도 화성시 동탄순환대로29길 60-0","18472","화성시","경기"
"50039502","cu(동탄새강타운점)","--","경기도 화성시 동탄중앙로 99-0 동탄새강마을휴먼시아아파트 상가","18439","화성시","경기"
"50039413","cu(동탄스타힐스점)","031-378-0319","경기도 화성시 동탄순환대로17길 15-0 상가동 103호","18496","화성시","경기"
"50043351","cu(마전해피점)","--","인천광역시 서구 검단로623번안길 2-0 검단로 623번안길2, (구)나들가게 리마트","22602","인천광역시","인천"
"50038637","cu(산본중앙로점)","031-398-4999","경기도 군포시 광정로 78-0 유공프라자 105호","15865","군포시","경기"
"50040489","cu(삼풍중앙점)","02-3478-0171","서울특별시 서초구 서초중앙로28길 10-0","06604","서울특별시","서울"
"50040481","cu(서초쌍용점)","02-3472-9651","서울특별시 서초구 서초동 1445-3","06720","서울특별시","서울"
"50040479","cu(서초오피스점)","02-587-1887","서울특별시 서초구 남부순환로333길 15-4","06725","서울특별시","서울"
